well,dilution_r2,dilution_slope,qss_fraction,naive_fold,activity_fold,negative_activity_fraction,implied_min_k_deg,excess_loss_rate,mu_min,mu_max,verdict
C12,,,0.0,0.6783284266045899,,0.7272727272727273,0.08435692925234081,0.08435692925234081,0.0014587016379962435,0.07932981681268277,model-inadequate
D10,,,0.0,0.6731789377199514,,0.7363636363636363,0.07264778163992856,0.07264778163992856,-0.1818723554686744,0.0718875455056351,model-inadequate
D11,,,0.0,0.6781141508800074,,0.7363636363636363,0.04862739543975967,0.04862739543975967,0.0014816340701406178,0.06956403484559492,model-inadequate
F2,,,0.0,0.5530271379464985,,0.7363636363636363,0.03751551079623704,0.03751551079623704,0.010536954937820085,0.068367796548885,model-inadequate
F3,,,0.0,0.6888085925146955,,0.7272727272727273,0.02893436112168224,0.02893436112168224,-0.22750824653282534,0.07351820203401928,model-inadequate
F4,,,0.0,0.6534992205506546,,0.7545454545454545,0.07485114278387066,0.07485114278387066,-0.040163754666062375,0.07084582783828568,model-inadequate
G3,,,0.0,0.7164234600677316,,0.7,0.04668950929990396,0.04668950929990396,-0.09541239279780823,0.06963531736096948,model-inadequate
G4,,,0.0,0.6760992100482082,,0.7272727272727273,0.06240183143738576,0.06240183143738576,-0.043875661013998084,0.05817340902867924,model-inadequate
H2,,,0.0,0.5975203641860948,,0.6909090909090909,0.03170966732926912,0.03170966732926912,0.00783570538323241,0.06523788676763405,model-inadequate
H4,,,0.0,0.684225612962072,,0.7363636363636363,0.05414346423747774,0.05414346423747774,-0.004293099352197228,0.081529247649893,model-inadequate
F8,,,0.0,0.7202005613775736,,0.7272727272727273,0.0411494136833233,0.0411494136833233,-0.15930733055543572,0.08072475616532541,model-inadequate
F9,,,0.0,0.6841525411050461,,0.7272727272727273,0.05069618549572594,0.05069618549572594,-0.06463652064675708,0.06941754428322061,model-inadequate
G7,,,0.0,0.572564877905476,,0.7,0.03328421307844691,0.03328421307844691,0.011402755868187354,0.0827488460145332,model-inadequate
G8,,,0.0,0.7561997685518604,,0.7,0.058244268421490206,0.058244268421490206,-0.003880419581708563,0.08267320644252599,model-inadequate
G9,,,0.0,0.7113288462624335,,0.7363636363636363,0.05317295754807577,0.05317295754807577,0.0027812939583007922,0.07129972037911822,model-inadequate
G10,,,0.0,0.21538997486970976,,1.0,0.11178120878094042,0.11178120878094042,-0.00385198937569844,0.07226069930360075,model-inadequate
H8,,,0.0,0.7462172368087134,,0.7181818181818181,0.02899407012932873,0.02899407012932873,-0.008706514583371835,0.06229107733579193,model-inadequate
H9,,,0.0,0.7417046943218633,,0.7090909090909091,0.03303948781301112,0.03303948781301112,-0.0007537200723500162,0.08898749743876652,model-inadequate
